,Id,User,Tweet,tr_tweet
479,480,atthharra,"Njirrr katanya well educated, tp Stunting dah dibawa2 di buat olok2an lagi. Oi gitasav monggo km childfree lah krn pgn awet muda dll, tp plis tulung jgn bawa2 stunting mb. speechless, semoga Allah kasih amanah momongan ke mba dan suami yg sholeh Sholehah yaa, Takbir!","Njirrr said he was well educated, but stunting has been brought up and made fun of again. Oh, Gitasav, please be childfree, because you want to stay young, etc., but please don't bring stunting, bro. speechless, may Allah give you the mandate to have a baby and a pious husband Sholehah, Takbir!"
480,481,syannastasja,"Bener. Gua pikir dia emg beneran childfree. Menurut gua kalo childfree mah hak org, jd fine fine aja. Begitu liat komenannya kemarin... ini mah emg orgnya benci sama anak kecil aja
Sebenernya byk sih org yg benci anak kecil, tp ya gausah disuarakan jg","Right. I think he's really childfree. In my opinion, if it's childfree, it's someone's right, so it's fine. As soon as I saw yesterday's comments... people really hate small children
Actually, there are a lot of people who hate small children, but you don't have to voice it too"
481,482,isthatsyfa_,"@delprazip @dadddysharks @Askrlfess Hahahaha benerrr bgt😂 gua juga greget, dari kmren statement dia tentang childfree kadang menyinggung perasaan ibu2 yg lgi berjuang buat anak2 nya","@delprazip @dadddysharks @Askrlfess Hahahaha really really😂 I'm also excited, from yesterday his statement about childfree sometimes offends the feelings of mothers who are still fighting for their children"
482,483,frogunderrain,"Setuju sih, childprobic. Byk kok yg childfree, tapi ga ""sekelam"" gitasav dalam menggambarkan seorang anak, menurutnya kids bikin orgtua sampe aging 🤣 hellshit, Aging is sumtin natural.","I agree, childprobic. How come there are many who are childfree, but not as ""dark"" as Gitasav in describing a child, according to him, kids make their parents age 🤣 hellshit, Aging is sumtin natural."
483,484,LeylaHana,"@hervayulyanti Apalagi tidur kelonan sama anak.  Duh nikmat bener. Pas masih single, aku juga ga suka anak2. Tapi setelah bayi lahir, langsung jatuh cinta sama bayi 🤣🤣 Tapi kalo dia emang mau childfree ya udah, toh penduduk Indonesia udah banyak. Biar ngurangin saingan tenaga kerja jg wkwkw.","@hervayulyanti Especially when sleeping with children. Oh really delicious. When I was single, I also didn't like children. But after the baby is born, you immediately fall in love with the baby 🤣🤣 But if he really wants to be childfree, that's fine, after all, there are already a lot of Indonesians. Let's reduce labor competition as well wkwkw."
484,485,hello_bayuaji,@Askrlfess well I just wondering what about her husband opinion about childfree?? I have a doubt that her husband is not really with her for this topic 😄,@Askrlfess well I just wondering what about her husband opinion about childfree?? I have a doubt that her husband is not really with her for this topic 😄
485,486,edudukun,Buat botok dan awet muda doang sampe harus childfree,Make it bald and stay young until you have to be childfree
486,487,ayudwis__,"@Askrlfess Nope sih itu hak dia utk childfree, tp yaa balik lagi Allah yg maha kuasa sekuat apapun kita mencegah buat gak punya ank klo Allah maunya nitipin ke kita yakaliiii mau dibuang dosyaaa marisolll","@Askrlfess Nope, it's his right to be childfree, but yeah, it's back again Allah is the almighty, no matter how hard we prevent not having children, if Allah wants to leave it to us, we will throw it away, dosyaa marisolll"
487,488,amaalwiann,Ingin ku emosi. Tp dianya jg gapaham agama pasti. Childfree ko didukung :'(,I want emotion. But he also doesn't understand religion for sure. Why childfree is supported :'(
488,489,MMylln,"@2023Juara @sayfudinendo @memefess Ya terus kalo ada yg beneran ga bsa karma ekonomi itu hak dia lah mau childfree. Lu pikir gw tau? Nih baca gw terima kasih sama yg ngasi tautan childfree dan childless. Bisanya ngamok aja, ngasi pengertian juga kaga. Ngerasa bener lu? I’m done with this shit.","@2023Juara @sayfudinendo @memefess Yes, so if someone really can't do it economically, it's their right to want to be childfree. You think I know? Here I read, thank you for giving the childfree and childless links. It's okay to be angry, give understanding too kaga. Do you feel right? I'm done with this shit."
489,490,MMylln,"@2023Juara @sayfudinendo @memefess Jelas jelas uda di beri tautan untuk klik childless dan childfree. Lu ikutan giring opini “gamau susah”, sorry gw engga.","@2023Juara @sayfudinendo @memefess It's clear that a link has been given to click childless and childfree. You're following the ""it's not hard"" opinion, sorry I'm not."
490,491,AldhiTR,Selamat sore pegiat childfree https://t.co/UH7lTQmD63,Good afternoon childfree activists https://t.co/UH7lTQmD63
491,492,tarjosutoyo,"@tanyarlfes Please gaes jangan menikah dah childfree adalah kuntji, ya gak sih mang @otongkoil","@tanyarlfes Please guys don't get married and childfree is kuntji, isn't it really @otongkoil"
492,493,oxscarletxo,@Limbahjenuh Mau childfree tp ga paham kontrasepsi tuh gmn logikanya.,"@Limbahjenuh I want to be childfree but I don't understand contraception, what's the logic."
493,494,gatholoccoo,@MartoArt childfree pak mar 😆,@MartoArt childfree pak mar 😆
494,495,telahbebas,Pengen childfree tapi pengen juga beli 1461 jr wk beliin ponakan aja kaliya,I want childfree but I also want to buy 1461 jr when I just buy my nephew
495,496,candraawiguna,@EasyGoodDeeds Many liberal atheist childfree people prefer to die alone in their apartment with depression rather than rest in peace with family surrounding them while reciting prayers for them. I don't know the logic 🤔,@EasyGoodDeeds Many liberal atheist childfree people prefer to die alone in their apartment with depression rather than rest in peace with family surrounding them while reciting prayers for them. I don't know the logic 🤔
496,497,RofiNugrahaP,"@yuaneka @dimasr22 @ndagels Lu ngambil data darimana kalau ""rata-rata"" orang yang childfree itu aware?","@yuaneka @dimasr22 @ndagels Where do you get the data from if the ""average"" person who is childfree is aware?"
497,498,gatholoccoo,"Iya, childfree aja.","Yeah, childfree order."
498,499,aulia_fatta,"@KediriFess 1. Sebelum punya anak, mikir dulu mau ngapain sih kalau ada anak. Pola asuhe piye. Bakalan cae diajari dadi wong koyo piye. Gak sukur ae to pingin duwe anak tok. 
2. Anak anugrah? Jelas lah untuk orang bersyukur
3. Childfree? Hmmm","@KediriFess 1. Before having children, think about what to do if you have children. Piye parenting pattern. Will cae be taught by dadi wong koyo piye. I'm not grateful for having two children, tok.
2. Son of grace? It's clear for grateful people
3. Childfree? Hmmm"
499,500,gatholoccoo,"@KediriFess Sek².
Maksud mu childfree ki sing pie sek?","@KediriFess Sek².
You mean childfree ki sing pie sek?"
500,501,adriaInsight,"@ndagels Hufttt childfree bukan ujung solusi, tp edukasi ke anak itu nomer 1, jangan dipikir gampang ng-edukasi anak yaw…itu proses panjang, gak percaya?tanya ebes n emes ente…","@ndagels Hufttt childfree is not the end of the solution, but education for children is number 1, don't think it's easy to educate children yaw...it's a long process, don't you believe it? ask your ebes and emes..."
501,502,arsiftrn,"@tanyakanrl Ini kita lagi bahas soal childfree, aku pro dia kontra. Mempermasalahkan hal yg sebenarnya tidak perlu dipermasalahkan, karena ini soal pilihan hidup manusia. Tapi seru, dapet perspektif baru wkwk. https://t.co/ioRqXVcGoz","@tanyakanrl Here we are discussing about childfree, I'm pro and cons. Questioning things that really don't need to be an issue, because this is a matter of human life choices. But it's fun, get a new perspective. https://t.co/ioRqXVcGoz"
502,503,candraawiguna,Wholesome content. Kaum childfree mana ngerti,Wholesome content. Kaum childfree mana ngerti
503,504,MangGalih,"""??? Ngerti gak sih"" 🤭, mengurangi polusi dan kemacetan yang paling efisien secara bersamaan itu adalah mengurangi angka kelahiran manusia. Jadi kalau ada yang childfree, selamat, anda pahlawan masa depan untuk Bumi.","""??? Do you understand"" 🤭, the most efficient way to reduce pollution and congestion at the same time is to reduce the human birth rate. So if anyone is childfree, congratulations, you are a future hero for Earth."
504,505,emilyblackpearl,"Went to The Vision Workshop today. One section we had to create this Avatar for our future self in 10 years, &amp; when I reached the point of me &amp; my future partner being childfree couple, &amp; I gagged &amp; started crying. Next thing everyone knew my story. It's my first time opening up","Went to The Vision Workshop today. One section we had to create this Avatar for our future self in 10 years, &amp; when I reached the point of me &amp; my future partner being childfree couple, &amp; I gagged &amp; started crying. Next thing everyone knew my story. It's my first time opening up"
505,506,Christo37620813,"So did kids go in the wood chipper head first or feet first?

#childfree","So did kids go in the wood chipper head first or feet first?

#childfree"
506,507,adelz_faith,"* Gak kuat mendung2 hawanya panas lembab begini. Mana AC di kostan udah jadwalnya dibersihkan &amp; kurang dingin. Mateng dah di dalam kamar. 🥵
* To be childfree or not, it's my own inner struggle. I hate my childhood &amp; overall children demeanor. Kinda unpopular opinion.
#AddMyBeer https://t.co/7Hi9KhQfcu","* It can't be cloudy, the weather is hot and humid like this. Where is the AC in the boarding house already scheduled for cleaning &amp; less cold. Dead already in the room. 🥵
* To be childfree or not, it's my own inner struggle. I hate my childhood &amp; overalls children demeanor. Kinda unpopular opinion.
#AddMyBeer https://t.co/7Hi9KhQfcu"
507,508,Zulkifliannas10,"@muthiastp Jangan jadi orang Tua yg Goblok...
Salah satu alasan byk pasangan yg memilih kehidupan ChildFree","@muthiastp Don't be an idiot parent...
One of the reasons many couples choose ChildFree life"
508,509,hatamimuha,"orang pengen childfree, kalau aku mah mau punya anak tapi tak mau nikah wkwk, i wanna be dad","people want to be childfree, if I want to have children but don't want to get married, I want to be a dad"
509,510,adityaakmal,The Power of Childfree Feminist Liberalist Ultra Leftist.,The Power of Childfree Feminist Liberalist Ultra Leftist.
510,511,maulana_pcfre,"anyway, kasian juga liat doi diserang netijen. jangan dilabrak terus, kak. bisa-bisa ntar dia jadi childfree liat reply kalian semua 😅","Anyway, it's too bad to see that he's being attacked by netizens. don't get hit, sis. he might later become childfree looking at all of your replies 😅"
511,512,arsiftrn,"@tanyakanrl Sebenernya mau childfree, tapi masih belum yakin. Kalo ngga gitu paling maksimal  1 aja deh wkwk","@tanyakanrl Actually I want to be childfree, but I'm still not sure. If that's not the case, the maximum is just 1, wkwk"
512,513,kaiysar,"@majidsrgr Klo tujuannya ga kendor, childfree aja sekalian","@majidsrgr If the goal is not slack, just be childfree as well"
513,514,jjknim95,Lah dia yg childfree napa lu yg tersinggung dah?? Lu bakal bantuin biaya hidup anaknya nantikah?? Dasar pemikiran warga negara berkembang.,"He's childfree, why are you offended? Are you going to help pay for their child's living expenses later? Basic thinking of citizens of developing countries."
514,515,arsiftrn,"@tanyakanrl Menurutku ini pilihan hidup seseorang yg harus kita hargai keputusannya, lagi pula childfree juga bukan sebuah aib kok. Malah menurutku bagus, ketika seseorang sadar akan ketidaksiapan mereka dengan kehadiran seorang anak. Ngga ada tuh korban ""keegoisan"" ortu terhadap anak.","@tanyakanrl I think this is someone's life choice that we should respect their decision, besides being childfree is not a disgrace either. In fact, I think it's good when someone is aware of their unpreparedness with the presence of a child. There are no victims of parents' ""selfishness"" towards children."
515,516,warna_warni0,jd punya keinginan buat childfree kelak🤔,so I have a desire for childfree later🤔
516,517,xbandofarieansx,Childfree,Childfree
517,518,ysfali_,"@txtdarisijamet @sbyfess child = anak
free = gratis
childfree = anak gratis","@txtdarisijamet @sbyfess child = child
free = free
childfree = free child"
518,519,candraawiguna,@trikartikass Kaum childfree mah gausah didengerin. Bikin anak aja mereka gaberani so soan ngatain ibu ibu,@trikartikass You don't have to listen to childfree people. It's just that they don't have the courage to talk to their mothers about their children
519,520,Radit_Noah,@ciaouranos iyaa ahehe. Mungkin dengan ditekan lajunya saja. Kalaupun nanti ada paham childfree asalkan regenerasi kita tidak terganggu itu oke si.,"@ciaouranos yes ahehe. Maybe by just pressing the speed. Even if later there is an understanding of childfree as long as our regeneration is not disturbed, that's okay."
520,521,Radit_Noah,"@ciaouranos tapi juga terasa menguntungkan apabila lajunya ditekan bukan dikurangi. Makanya slogan KB 2 anak cukup itu sudah dirasa pas dan perlahan sudah dilakukan, disamping nanti ada paham childfree. Ini semua in my opinion ya philns, hanya dari sudut pandang ku aja.","@ciaouranos but it also feels profitable when the speed is suppressed not reduced. That's why the slogan for KB for 2 children is enough, it feels right and it's slowly being implemented, besides later there will be a concept of childfree. This is all in my opinion, Philns, just from my point of view."
521,522,Radit_Noah,"@ciaouranos Kalau terjadi de demografi karena paham childfree. Bumerang nya terjadi secara perlahan, 'kemungkinan' regenerasi pendidikan bisa kehilangan murid begitu tajam, kadang hanya ada 2 murid saja saat ini. Selain daya beli menurun, seiring turunnya angka kelahiran tentunya.","@ciaouranos Demographics happen because they understand childfree. The boomerang happens slowly, the 'possibility' of educational regeneration can lose students so sharply, sometimes there are only 2 students at this time. In addition to declining purchasing power, along with declining birth rates, of course."
522,523,svarrah,"@deydeychristina The bases here fry gitasav like hello? Hypocrite to the max. Alesannya krn gitasav influencer, if u can be like her, compete! Tunjukkan dr segi keilmuan mu sendiri yg pake dalil agama. Nyerang gaya hijab lah, pandangan childfree lah, terlalu liberal. Ya kali masi cupu kek mrk😅","@deydeychristina The bases here fry gitasav like hello? Hypocrite to the max. The reason is krn gitasav influencer, if u can be like her, compete! Show me from your own scientific point of view that uses religious arguments. It's attacking the hijab style, it's a childfree view, it's too liberal. Yes, you are still a little cup of their cake 😅"
523,524,lalafanAyam,ngapain follow mak2 childfree,ngapain follow mak2 childfree
524,525,Lily83305223,"mba gitasav terserah anda mau jd si plg childfree, si plg open minded or anything else.. tp jgn bawa2 topik sesensitif “stunting” if you doesn’t know strugglenya para ibu2 yg sedang menghadapi masalah itu!! geram gw bacanya 🙄🥲 stunting bukan bahan ejekan! lambemu!!","Ms. Gitasav is up to you if you want to be childfree, please be open minded or anything else... but don't bring up topics as sensitive as ""stunting"" if you don't know the struggles of mothers who are facing this problem!! I was furious when I read it 🙄🥲 stunting is not a mockery! your lambe!!"
525,526,mimiholiccc,"@erikyoongmae @Askrlfess Aku mulai gak ngikutin dia itu semenjak dia memilih childfree 😩 

Awalnya aku juga oh begitu, terus aku cari tuh kalo dalam pandangan islam itu bagaimana .. eh ternyata bertentangan dngan kodrat 😭 Ya Allah maaf dulu mah iye iye aja huhu","@erikyongmae @Askrlfess I started not following him since he chose childfree 😩

At first I was like that too, then I looked for how it was from an Islamic point of view.. uh, it turned out to be contrary to nature 😭 O Allah, I'm sorry first, I'll just do it huhu"
526,527,fatculEnjoy,@Askrlfess Childfree tidak berlaku,@Askrlfess Childfree is not happening
527,528,icyxous,"emng kl nikah hrus punya anak ya? ato emng tujuanya utk punya anak? ga bisa gt nikah ga childfree? ky ga dpt anak beberapa taun ngebet bgt, harus punyaaa!!! Tau deh tkut dijulidin ngetik gini. Dh ak cm sedng mlihat potret klurga q","do you have to have children if you get married? Or is the goal to have children? can't get married or not childfree? I can't have children for a few years really really, must have!!! You know you're scared to type like this. Dh ak cm is looking at the family portrait q"
528,529,Kingkrishie,8 BILLION human and some people still AGAINST childfree?? What's not clicking here,8 BILLION human and some people still AGAINST childfree?? What's not clicking here
529,530,abigailforyou,"Funny how people would tell me ""mag-anak ka kahit isa lang"" like really? E hirap na hirap ka nga sa anak mo, tapos sasabihin mo mag-anak ako. Ano 'to damay damay? Haha. #childfree","Funny how people would tell me ""have at least one family"" like really? You are really hard on your child, then you say I have children. What is empathy? Haha. #childfree"
530,531,fabthanurgf,@childfree_man Abis maem langsung mbeeeeek gitu ga?,"@childfree_man After playing, do you immediately feel like that or not?"
531,532,Irmatazme,Yg bikin dia awet muda itu childfree guys. Dia g punya anak. Wkwkwkw,What keeps him young is childfree guys. He doesn't have children. Wow
532,533,ScorpioGuyyyy,"Childfree for you.

No one should have any child if they can’t handle the children’s tantrum and mischievous behaviors to be compassionate to understand them instead of posting it on social media.","Childfree for you.

No one should have any child if they can’t handle the children’s tantrum and mischievous behaviors to be compassionate to understand them instead of posting it on social media."
533,534,JaclynMcCosker,"@carla_elle_dee @bhakthi A lifestyle is how a person chooses to live, and yes historically the word lifestyle has been weaponised against women that choose to be unmarried or childfree. So isn’t it lovely when we acknowledge choosing those things is as much of a lifestyle choice as choosing another path!","@carla_elle_dee @bhakthi A lifestyle is how a person chooses to live, and yes historically the word lifestyle has been weaponised against women that choose to be unmarried or childfree. So isn’t it lovely when we acknowledge choosing those things is as much of a lifestyle choice as choosing another path!"
534,535,JaclynMcCosker,@bhakthi It’s the term used so I suggest re-adjusting if you interpret the word “lifestyle” as an attack. Implying a childfree lifestyle is “anti-child” &amp; “undermining care work” is just an attack on other women. I have very outspoken &amp; proud childfree friends who are amazing educators!,@bhakthi It’s the term used so I suggest re-adjusting if you interpret the word “lifestyle” as an attack. Implying a childfree lifestyle is “anti-child” &amp; “undermining care work” is just an attack on other women. I have very outspoken &amp; proud childfree friends who are amazing educators!
535,536,nicealyssa,"So love being #childfree 🏖️☀️

Thanks to my husband for always taking bomb photos. https://t.co/iKbCKTHmJs","So love being #childfree 🏖️☀️

Thanks to my husband for always taking bomb photos. https://t.co/iKbCKTHmJs"
536,537,wllgwyngyll,"@SugandaRobin @adhicholil @txtfrombrand childfree yaa Bambang, free child beda lagi, gua tekel kaki dua juga nih","@SugandaRobin @adhicholil @txtfrombrand childfree yaa Bambang, free child beda lagi, gua tekel kaki dua juga nih"
537,538,sendu885,"Menikah belum tentu bahagia
Single juga belum tentu bahagia

Punya anak belum tentu bahagia
Childfree juga belum tentu bahagia

Bahagia itu sulit, jadi kalau ada orang lagi bahagia jangan diganggu","Marriage is not necessarily happy
Single is also not necessarily happy

Having children is not necessarily happy
Childfree is also not necessarily happy

Being happy is difficult, so if someone is happy, don't disturb them"
538,539,attithuts,Semenjak baca ini jadi pengen childfree deh,"Since reading this, I want to be childfree"
539,540,MuhTaufikRahmat,"#MissingKids,#childtrafficking,#childfree.
Ybs lari ke Jambi/Jkt/Malaysia
Cc:@ListyoSigitP,@DivHumas_Polri,@polda_jambi,@infoJBI,@ebfmjambi,@jambifm,@DKIJakarta,@aniesbaswedan,@DinsosDKI1,@KPAI_official,@TMCPoldaMetro,@kpp_pa,@ForumAnakID,@komnas_anak,@GojekOnTwitt,@MissingKids https://t.co/8taHpHy9Y6","#MissingKids,#childtrafficking,#childfree.
Ybs ran to Jambi/Jkt/Malaysia
Cc:@ListyoSigitP,@DivHumas_Polri,@polda_jambi,@infoJBI,@ebfmjambi,@jambifm,@DKIJakarta,@aniesbaswedan,@DinsosDKI1,@KPAI_official,@TMCPoldaMetro,@kpp_pa,@ForumAnakID,@komnas_anak,@GojekOnTwitt,@MissingKids https ://t.co/8taHpHy9Y6"
540,541,debuatomik,"Masih menimbang kalau besok nikah bakal childfree atau tidak. Tapi untuk saat ini, kucing-kucing saya adalah alasan saya tetep bertahan hidup dan kerja. Mereka adalah kebahagiaan kecil dalam hidup saya dan Tuhan tau akan hal itu. https://t.co/XOdSb0auNY","Still considering if we get married tomorrow will be childfree or not. But for now, my cats are the reason I keep living and working. They are small happiness in my life and God knows about it. https://t.co/XOdSb0auNY"
541,542,Dyaohoy,"Setelah punya anak, sempet mikir: ""kok yooo banyak yaaa benefit childfree""

Astaghfirulloh.
Mang hidup w dunia doang apa 🤣🤣🤣🤣

istighfar, trus liat muke anak, ternyata banyak berkah yg ada di diri dia tp sering w lewatkan.

Orang ada rejekinya masing2 😌","After having children, I thought: ""why are there so many child-free benefits?""

Astaghfirulloh.
What kind of world do you live in 🤣🤣🤣🤣

Istighfar, then looking at the child's face, it turns out that there are many blessings in him but we often miss them.

People have their own luck 😌"
542,543,aayu_cho,"Setujuuu bgt bukkk, luvvv. Ga nikah, childfree, mau beli rumah mau engga, anak 1 atau 3, semua itu pilihan dan semuanya BOLEH BANGET.","Totally agree, luvvv. Not married, childfree, want to buy a house or not, 1 or 3 children, all of that is a choice and everything is ABSOLUTELY POSSIBLE."
543,544,Setiabudi666,"@innamisme1 Kalau childfree jangan, gw takut nanti populasi orang goblok dan egois makin berkuasa. 
Orang yg kepikiran childfree biasanya orang baik, punya aja tapi satu gapapa. Nanti kan lumayan tuh anak warisannya banyak. 
Kalau KDRT mah gw juga bingung kok masih aja ada yg bertahan :(","@innamism1 Don't be childfree, I'm afraid that later the population of stupid and selfish people will get more in power.
People who think childfree are usually good people, just have one but it's okay. Later, it's quite a lot of children's inheritance.
If it's domestic violence, I'm also confused, how come there are still survivors :("
544,545,aayu_cho,"Mau childfree, tp gini jga boleh @insidemyknee","Mau childfree, tp gini jga boleh @insidemyknee"
545,546,dill_igence,"bestfriend aku, sekaligus adik adik aku... yang 1 ibu 2 bayi, yg tengah bentar lagi nikah, ikut suami ninggalin jakarta. gw, gw gamau nikah, kalaupun iya gw mau childfree, gw mau adopt pug atau british short hair aja ✌🏻 https://t.co/Aw2XP0xqZd","My best friend, as well as my younger siblings... who are 1 mother and 2 babies, who are getting married soon, and leaving Jakarta with their husband. me, I don't want to get married, even if I do, I want to be childfree, I want to just adopt a pug or british short hair ✌🏻 https://t.co/Aw2XP0xqZd"
546,547,pamiipams,"@ribonk Colek duta childfree @aipsun 
Sabun kali ah colek.","@ribonk Poke the childfree ambassador @aipsun
The soap is dab."
547,548,syannastasja,"Udah cukup banyak dan muak ngeliat sesama perempuan yang ga terima, ngerasa terbebani, dan sumpah serapah ngatain temen kantornya yang (cuti) hamil dan melahirkan. Dan udah muak juga ngeliat sesama perempuan yang ngerecokin perempuan yang milih childfree

You guys are SICK","There are enough of them and they are sick of seeing other women who don't accept them, feel burdened, and swear at their office friends who are (on leave) pregnant and giving birth. And I'm also sick of seeing fellow women who bother women who choose childfree

You guys are SICK"
548,549,mrscpedreno,"Kaya siguro hindi ako minahal ng ate ko at madalas niya akong awayin nung mga bata pa kami dahil sa sinabi ng tatay namin sa kanya:

✨pag aralin mo ang kapatid mo pag naka graduate ka na ha✨

#childfree #adulthood #philippines #generationcurse #trauma https://t.co/CIFVx3iw1P","Maybe that's why my sister didn't love me and she often fought with me when we were kids because of what our father told her:

✨when you study your brother when you graduate, ha✨

#childfree #adulthood #philippines #generationcurse #trauma https://t.co/CIFVx3iw1P"
549,550,mrscpedreno,"It would not make you less of a person if you don't have a child - regardless if it's by choice or circumstance ✨😊

If there's something that I enjoy while I'm still childless at 30: That's 8 hours (or more!) of sleep everyday! ♥️

#PCOS #Childfree #Freedom #MillenialWife https://t.co/t72c9Amjtr","It would not make you less of a person if you don't have a child - regardless if it's by choice or circumstance ✨😊

If there's something that I enjoy while I'm still childless at 30: That's 8 hours (or more!) of sleep everyday! ♥️

#PCOS #Childfree #Freedom #MillenialWife https://t.co/t72c9Amjtr"
550,551,Abuddicted,Ya childfree aja biar puas mau nonton bola dimana aja,"Yes, it's child-free, so you can be satisfied with watching football anywhere"
551,552,biscuitandbolu,"@ubel_bluebell gpp syg ,aku juga kok. kita childfree ajh😋","@ubel_bluebell it's okay dear, me too. we are childfree ajah😋"
552,553,nutellafellaz,"@TimpalBali pernah, tapi sayangnya mantanku childfree akhirnya putus 😮‍💨","@TimpalBali did, but sadly my ex childfree finally broke up 😮‍💨"
553,554,MohammedBugi32,"Support childfree adalah gerakan yang dipelopori dengan orang yang ga mau repot ngurusin anak, egois, dan biasanya dia juga problematik karna menganggap anak hanya suatu masalah dalam hidupnya bukan suatu rejeki yang titipkan Allah untuk dia","Childfree support is a movement that was pioneered by people who don't want to be bothered with taking care of children, are selfish, and usually they are also problematic because they think children are just a problem in their life, not a fortune that God has entrusted to them."
554,555,macchiatooooo_,"@febrofirdaus Sekarang pepatah ""banyak anak banyak rezeki"", udah gak berlaku yah. Childfree oke2 aja sih, tapi nanti yg doain waktu kita udah meninggal siapa?? 
Barangkali bisa KB dan mematangkan finansial terlebih dahulu. Tapu, balik lagi komitmen sama pasangan sebelum nikah seperti apa 👌✌","@febrofirdaus Now the saying ""a lot of children a lot of fortune"", doesn't apply anymore. Childfree is fine, but who will pray for us when we die?
Maybe you can do family planning and mature financially first. But, back to what kind of commitment to a partner before marriage 👌✌"
555,556,sudahbapakbapak,@febrofirdaus Alhamdulillah saingan anak saya berkurang.. Lanjutkan gerakan childfree.. Saya mau nambah anak lagi..,@febrofirdaus Thank God my child's competition is reduced.. Continue the childfree movement.. I want to have more children..
556,557,nanirigby,"Never been a mother and not planning to. Jadi akan terdengar TAU APA KAMU SOAL

Paparan datanya reliable buat dijadikan proyeksi. Biar bisa menimbang lagi kapasitas diri dalam memberikan hidup yang layak buat anak.

Usulan childfree tentu ga sensitif, tapi ga ""salah banget"" juga.","Never been a mother and not planning to. So it will sound KNOW WHAT YOU QUESTION

The data exposure is reliable for making projections. In order to be able to consider again the capacity of self in providing a decent life for children.

Childfree suggestions are certainly not sensitive, but not ""totally wrong"" either."
557,558,_nitnott,Might be one of the reasons why some ppl choose childfree.Maybe because they don't want to hear other people judge the kid(s) or teach how to be  parents to their kid(s),Might be one of the reasons why some ppl choose childfree.Maybe because they don't want to hear other people judge the kid(s) or teach how to be  parents to their kid(s)
558,559,tarjosutoyo,"Childfree ga solusi kan karna emang ajaran kakek nenek harus beranak pinak belasan anak, dibilang lah banyak anak banyak rezeki, kalo di survey pun sebenernya orang yg pingin childfree itu bisa aja mencapai 50%","Childfree isn't a solution, right? Because grandparents teach that you have to have dozens of children, you can say that many children have a lot of fortune."
559,560,sibucinweghorst,@cirengkrispiy Wkwkkwkwkwkwkkw. Childfree adalah kunci. Nyenengin diri sendiri aja udah 👌,@cirengkrispiy Wkwkkwkwkwkwkkw. Childfree is key. Enjoy yourself already 👌
560,561,HopSunnyBunny,"I RARELY never get hired if I’m out forward for a position. Im considered to be at the top 1% in my line of work. 

1 of the factors was: SINGLE &amp; CHILDFREE… so I could hop on a jet to another island at a drop of a hat… 
I’m NOT that person anymore…","I RARELY never get hired if I’m out forward for a position. Im considered to be at the top 1% in my line of work. 

1 of the factors was: SINGLE &amp; CHILDFREE… so I could hop on a jet to another island at a drop of a hat… 
I’m NOT that person anymore…"
561,562,monyetpensiun,@kukangpemalas @hunkue kone childfree?🥶🥶🥶,@kukangpemalas @hunkue kone childfree?🥶🥶🥶
562,563,innamisme1,"Punya mobil pribadi bensinnya suruh pake pertamax, mau naik angkot eh angkot modelannya begini, udh bener childfree aja biar bisa momotoran😮‍💨","If you have a private car, the gas is told to use Pertamax, if you want to take an angkot, the angkot model is like this, it's really childfree so you can ride a motorbike😮‍💨"
563,564,uniph,Lagi nanyain ke kucingku yang cewek dia mau childfree apa engga https://t.co/0ZbBCxRF0x,"I'm still asking my cat, who is a girl, does she want childfree or not https://t.co/0ZbBCxRF0x"
564,565,coralfsh13,@itsLottichu Ytd part of my lesson was to respect childfree!,@itsLottichu Ytd part of my lesson was to respect childfree!
565,566,lebihbaiksogood,Kok iso ya wong2 childfree.,Kok iso of wong2 childfree.
566,567,windaherdisa,@MTHarahap Hahahha siaappp. Punya anak emang tanggung jawab gedeee. Ga heran banyak yg mau childfree hahahaha,@MTHarahap Hahahha siaappp. Having children is a big responsibility. No wonder so many want to be childfree hahahaha
567,568,pailaodeh,@ndagels Yang bikin aku mau childfree wkwkw,@ndagels That makes me want to be childfree wkwkw
568,569,innamisme1,Mari dukung childfree,Let's support childfree
569,570,innamisme1,@edwin_basuki @bundabaik Bener2 saatnya childfree emang😂,@edwin_basuki @bundabaik Really it's time for childfree indeed😂
570,571,mchaidari,"Kepikiran childfree... Kenapa gitu orang² yg memutuskan childfree itu mereka yg terpelajar, cerdas, dan mapan. Kok gk mereka² yg gk becus ngurus &amp; mendidik anak aja sih ya yg childfree 🤔😅.

*Childfree &amp; childless is different things lo yaa...","Thinking childfree... Why is it that people who decide to be childfree are those who are educated, smart, and established. How come they are not good at taking care of &amp; Just educate children, yes, those who are childfree 🤔😅.

*Childfree &amp; childless is different things lo ya..."
571,572,roe_endog,@kreshnadeva @ucihajokowi @sipalingyadhi @notyourmarr kalau dia termasuk childfree gmn? 😅,@kreshnadeva @ucihajokowi @sipalingyadhi @notyourmarr kalau dia kalaum childfree gmn? 😅
572,573,sssaujana_,@aipsun akhirnya cita2 ipcun kesampean jd duta childfree. Selamat ya ceu,@aipsun finally Ipcun's dream was to become a childfree ambassador. Congratulations ceu
573,574,abd_ilmi,Nah mending childfree,Nah mending childfree
574,575,innamisme1,@aipsun Kalo childfree sih dah pasti jadi anak2 yg ketemu org tuanya,"@aipsun If you are childfree, you will definitely be children who have met their parents"
